country,year,sex,age,suicides_no,population,suicides/100k pop,gdp_per_capita ($),generation,cambio_pib_per_capita
Singapore,2015,male,25-34 years,30.0,270351,11.1,81766.0,Millenials,81515.0
Singapore,2015,male,15-24 years,19.0,257780,7.37,81766.0,Millenials,81515.0
Singapore,2015,female,55-74 years,28.0,416616,6.72,81766.0,Boomers,81515.0
Singapore,2015,female,25-34 years,18.0,291298,6.18,81766.0,Millenials,81515.0
Singapore,2015,female,15-24 years,15.0,249249,6.02,81766.0,Millenials,81515.0
Singapore,2015,female,35-54 years,36.0,629999,5.71,81766.0,Generation X,81515.0
Singapore,2015,male,5-14 years,2.0,213262,0.94,81766.0,Generation Z,81515.0
Singapore,2015,female,5-14 years,1.0,205578,0.49,81766.0,Generation Z,81515.0
Switzerland,1995,male,75+ years,146.0,165500,88.22,51774.0,G.I. Generation,51523.0
Switzerland,1995,male,55-74 years,262.0,593600,44.14,51774.0,Silent,51523.0
Switzerland,1995,male,35-54 years,358.0,1026800,34.87,51774.0,Boomers,51523.0
Switzerland,1995,male,25-34 years,146.0,585400,24.94,51774.0,Generation X,51523.0
Switzerland,1995,male,15-24 years,104.0,429600,24.21,51774.0,Generation X,51523.0
Switzerland,1995,female,55-74 years,143.0,686200,20.84,51774.0,Silent,51523.0
Switzerland,1995,female,75+ years,55.0,305100,18.03,51774.0,G.I. Generation,51523.0
Switzerland,1995,female,35-54 years,130.0,1003000,12.96,51774.0,Boomers,51523.0
Switzerland,1995,female,25-34 years,45.0,584300,7.7,51774.0,Generation X,51523.0
Switzerland,1995,female,15-24 years,28.0,419100,6.68,51774.0,Generation X,51523.0
Switzerland,1995,male,5-14 years,2.0,420500,0.48,51774.0,Millenials,51523.0
Switzerland,1995,female,5-14 years,0.0,398400,0.0,51774.0,Millenials,51523.0
Switzerland,1996,male,75+ years,136.0,169600,80.19,49621.0,G.I. Generation,49370.0
Switzerland,1996,male,55-74 years,255.0,599400,42.54,49621.0,Silent,49370.0
Switzerland,1996,male,35-54 years,357.0,1040900,34.3,49621.0,Boomers,49370.0
Switzerland,1996,male,25-34 years,153.0,577800,26.48,49621.0,Generation X,49370.0
Switzerland,1996,male,15-24 years,105.0,424200,24.75,49621.0,Generation X,49370.0
Switzerland,1996,female,75+ years,73.0,310600,23.5,49621.0,G.I. Generation,49370.0
Switzerland,1996,female,55-74 years,126.0,689700,18.27,49621.0,Silent,49370.0
Switzerland,1996,female,35-54 years,150.0,1017500,14.74,49621.0,Boomers,49370.0
Switzerland,1996,female,25-34 years,50.0,580400,8.61,49621.0,Generation X,49370.0
Switzerland,1996,female,15-24 years,23.0,413000,5.57,49621.0,Generation X,49370.0
Switzerland,1996,male,5-14 years,4.0,426000,0.94,49621.0,Millenials,49370.0
Switzerland,1996,female,5-14 years,0.0,403100,0.0,49621.0,Millenials,49370.0
Switzerland,1997,male,75+ years,134.0,173300,77.32,42923.0,G.I. Generation,42672.0
Switzerland,1997,male,55-74 years,229.0,608200,37.65,42923.0,Silent,42672.0
Switzerland,1997,male,35-54 years,354.0,1051900,33.65,42923.0,Boomers,42672.0
Switzerland,1997,female,75+ years,92.0,315500,29.16,42923.0,G.I. Generation,42672.0
Switzerland,1997,male,25-34 years,147.0,565900,25.98,42923.0,Generation X,42672.0
Switzerland,1997,male,15-24 years,97.0,420100,23.09,42923.0,Generation X,42672.0
Switzerland,1997,female,55-74 years,102.0,695300,14.67,42923.0,Silent,42672.0
Switzerland,1997,female,35-54 years,117.0,1029600,11.36,42923.0,Boomers,42672.0
Switzerland,1997,female,25-34 years,43.0,571900,7.52,42923.0,Generation X,42672.0
Switzerland,1997,female,15-24 years,23.0,407400,5.65,42923.0,Generation X,42672.0
Switzerland,1997,male,5-14 years,2.0,429700,0.47,42923.0,Millenials,42672.0
Switzerland,1997,female,5-14 years,1.0,406400,0.25,42923.0,Millenials,42672.0
Switzerland,1998,male,75+ years,153.0,177045,86.42,43872.0,G.I. Generation,43621.0
Switzerland,1998,male,55-74 years,271.0,620438,43.68,43872.0,Silent,43621.0
Switzerland,1998,male,35-54 years,331.0,1067271,31.01,43872.0,Boomers,43621.0
Switzerland,1998,male,25-34 years,159.0,558838,28.45,43872.0,Generation X,43621.0
Switzerland,1998,female,75+ years,72.0,320373,22.47,43872.0,G.I. Generation,43621.0
Switzerland,1998,male,15-24 years,92.0,421825,21.81,43872.0,Generation X,43621.0
Switzerland,1998,female,55-74 years,106.0,703901,15.06,43872.0,Silent,43621.0
Switzerland,1998,female,35-54 years,129.0,1043297,12.36,43872.0,Boomers,43621.0
Switzerland,1998,female,15-24 years,23.0,407368,5.65,43872.0,Generation X,43621.0
Switzerland,1998,female,25-34 years,30.0,563300,5.33,43872.0,Generation X,43621.0
Switzerland,1998,male,5-14 years,3.0,432669,0.69,43872.0,Millenials,43621.0
Switzerland,1998,female,5-14 years,2.0,408842,0.49,43872.0,Millenials,43621.0
Switzerland,1999,male,75+ years,139.0,180723,76.91,42859.0,G.I. Generation,42608.0
Switzerland,1999,male,55-74 years,235.0,634368,37.04,42859.0,Silent,42608.0
Switzerland,1999,male,35-54 years,335.0,1080683,31.0,42859.0,Boomers,42608.0
Switzerland,1999,male,25-34 years,133.0,544276,24.44,42859.0,Generation X,42608.0
Switzerland,1999,female,75+ years,74.0,325491,22.73,42859.0,G.I. Generation,42608.0
Switzerland,1999,male,15-24 years,85.0,423265,20.08,42859.0,Generation X,42608.0
Switzerland,1999,female,55-74 years,108.0,713680,15.13,42859.0,Silent,42608.0
Switzerland,1999,female,35-54 years,125.0,1057759,11.82,42859.0,Boomers,42608.0
Switzerland,1999,female,25-34 years,37.0,550183,6.73,42859.0,Generation X,42608.0
Switzerland,1999,female,15-24 years,21.0,407508,5.15,42859.0,Generation X,42608.0
Switzerland,1999,female,5-14 years,2.0,411038,0.49,42859.0,Millenials,42608.0
Switzerland,1999,male,5-14 years,2.0,435354,0.46,42859.0,Millenials,42608.0
Switzerland,2000,male,75+ years,152.0,184589,82.35,39952.0,G.I. Generation,39701.0
Switzerland,2000,male,55-74 years,239.0,649009,36.83,39952.0,Silent,39701.0
Switzerland,2000,male,35-54 years,360.0,1094229,32.9,39952.0,Boomers,39701.0
Switzerland,2000,male,25-34 years,147.0,530378,27.72,39952.0,Generation X,39701.0
Switzerland,2000,female,75+ years,79.0,330903,23.87,39952.0,G.I. Generation,39701.0
Switzerland,2000,male,15-24 years,79.0,426957,18.5,39952.0,Generation X,39701.0
Switzerland,2000,female,55-74 years,128.0,723750,17.69,39952.0,Silent,39701.0
Switzerland,2000,female,35-54 years,124.0,1072711,11.56,39952.0,Boomers,39701.0
Switzerland,2000,female,25-34 years,47.0,537823,8.74,39952.0,Generation X,39701.0
Switzerland,2000,female,15-24 years,20.0,410136,4.88,39952.0,Generation X,39701.0
Switzerland,2000,male,5-14 years,4.0,436831,0.92,39952.0,Millenials,39701.0
Switzerland,2000,female,5-14 years,1.0,412273,0.24,39952.0,Millenials,39701.0
Switzerland,2001,male,75+ years,160.0,188628,84.82,40582.0,Silent,40331.0
Switzerland,2001,male,55-74 years,263.0,664460,39.58,40582.0,Silent,40331.0
Switzerland,2001,male,35-54 years,325.0,1108319,29.32,40582.0,Boomers,40331.0
Switzerland,2001,female,75+ years,86.0,336369,25.57,40582.0,Silent,40331.0
Switzerland,2001,male,15-24 years,95.0,432247,21.98,40582.0,Millenials,40331.0
Switzerland,2001,male,25-34 years,101.0,519553,19.44,40582.0,Generation X,40331.0
Switzerland,2001,female,55-74 years,125.0,734955,17.01,40582.0,Silent,40331.0
Switzerland,2001,female,35-54 years,123.0,1087663,11.31,40582.0,Boomers,40331.0
Switzerland,2001,female,25-34 years,35.0,527458,6.64,40582.0,Generation X,40331.0
Switzerland,2001,female,15-24 years,21.0,414858,5.06,40582.0,Millenials,40331.0
Switzerland,2001,female,5-14 years,3.0,413077,0.73,40582.0,Millenials,40331.0
Switzerland,2001,male,5-14 years,1.0,438255,0.23,40582.0,Millenials,40331.0
Switzerland,2002,male,75+ years,163.0,197218,82.65,43419.0,Silent,43168.0
Switzerland,2002,male,55-74 years,268.0,686103,39.06,43419.0,Silent,43168.0
Switzerland,2002,female,75+ years,108.0,348120,31.02,43419.0,Silent,43168.0
Switzerland,2002,male,35-54 years,332.0,1123342,29.55,43419.0,Boomers,43168.0
Switzerland,2002,male,25-34 years,140.0,508396,27.54,43419.0,Generation X,43168.0
Switzerland,2002,female,55-74 years,147.0,751668,19.56,43419.0,Silent,43168.0
Switzerland,2002,male,15-24 years,77.0,432755,17.79,43419.0,Millenials,43168.0
Switzerland,2002,female,35-54 years,151.0,1109627,13.61,43419.0,Boomers,43168.0
Switzerland,2002,female,15-24 years,28.0,420181,6.66,43419.0,Millenials,43168.0
Switzerland,2002,female,25-34 years,31.0,514628,6.02,43419.0,Generation X,43168.0
Switzerland,2002,female,5-14 years,1.0,413946,0.24,43419.0,Millenials,43168.0
Switzerland,2002,male,5-14 years,0.0,436026,0.0,43419.0,Millenials,43168.0
Switzerland,2003,male,75+ years,148.0,198955,74.39,50639.0,Silent,50388.0
Switzerland,2003,male,55-74 years,231.0,694078,33.28,50639.0,Silent,50388.0
Switzerland,2003,female,75+ years,115.0,349975,32.86,50639.0,Silent,50388.0
Switzerland,2003,male,35-54 years,303.0,1129591,26.82,50639.0,Boomers,50388.0
Switzerland,2003,male,15-24 years,79.0,435746,18.13,50639.0,Millenials,50388.0
Switzerland,2003,female,55-74 years,137.0,757920,18.08,50639.0,Silent,50388.0
Switzerland,2003,male,25-34 years,85.0,504671,16.84,50639.0,Generation X,50388.0
Switzerland,2003,female,35-54 years,116.0,1116103,10.39,50639.0,Boomers,50388.0
Switzerland,2003,female,25-34 years,28.0,511185,5.48,50639.0,Generation X,50388.0
Switzerland,2003,female,15-24 years,21.0,423129,4.96,50639.0,Millenials,50388.0
Switzerland,2003,female,5-14 years,4.0,412868,0.97,50639.0,Millenials,50388.0
Switzerland,2003,male,5-14 years,2.0,435072,0.46,50639.0,Millenials,50388.0
Switzerland,2004,male,75+ years,160.0,203675,78.56,56123.0,Silent,55872.0
Switzerland,2004,male,55-74 years,236.0,709636,33.26,56123.0,Silent,55872.0
Switzerland,2004,female,75+ years,107.0,355144,30.13,56123.0,Silent,55872.0
Switzerland,2004,male,35-54 years,310.0,1140983,27.17,56123.0,Boomers,55872.0
Switzerland,2004,female,55-74 years,146.0,769882,18.96,56123.0,Silent,55872.0
Switzerland,2004,male,25-34 years,86.0,498009,17.27,56123.0,Generation X,55872.0
Switzerland,2004,male,15-24 years,64.0,441485,14.5,56123.0,Millenials,55872.0
Switzerland,2004,female,35-54 years,119.0,1128429,10.55,56123.0,Boomers,55872.0
Switzerland,2004,female,25-34 years,34.0,504589,6.74,56123.0,Generation X,55872.0
Switzerland,2004,female,15-24 years,21.0,428412,4.9,56123.0,Millenials,55872.0
Switzerland,2004,male,5-14 years,1.0,432800,0.23,56123.0,Millenials,55872.0
Switzerland,2004,female,5-14 years,0.0,410122,0.0,56123.0,Millenials,55872.0
Switzerland,2005,male,75+ years,177.0,209040,84.67,57790.0,Silent,57539.0
Switzerland,2005,male,55-74 years,253.0,724348,34.93,57790.0,Silent,57539.0
Switzerland,2005,male,35-54 years,308.0,1150857,26.76,57790.0,Boomers,57539.0
Switzerland,2005,female,75+ years,95.0,361212,26.3,57790.0,Silent,57539.0
Switzerland,2005,male,25-34 years,90.0,493144,18.25,57790.0,Generation X,57539.0
Switzerland,2005,male,15-24 years,69.0,446784,15.44,57790.0,Millenials,57539.0
Switzerland,2005,female,55-74 years,119.0,780995,15.24,57790.0,Silent,57539.0
Switzerland,2005,female,35-54 years,123.0,1139207,10.8,57790.0,Boomers,57539.0
Switzerland,2005,female,25-34 years,40.0,499595,8.01,57790.0,Generation X,57539.0
Switzerland,2005,female,15-24 years,23.0,432571,5.32,57790.0,Millenials,57539.0
Switzerland,2005,male,5-14 years,2.0,428639,0.47,57790.0,Millenials,57539.0
Switzerland,2005,female,5-14 years,0.0,405599,0.0,57790.0,Millenials,57539.0
Switzerland,2006,male,75+ years,163.0,214630,75.94,60536.0,Silent,60285.0
Switzerland,2006,male,55-74 years,262.0,737861,35.51,60536.0,Silent,60285.0
Switzerland,2006,female,75+ years,108.0,367433,29.39,60536.0,Silent,60285.0
Switzerland,2006,male,35-54 years,277.0,1160789,23.86,60536.0,Boomers,60285.0
Switzerland,2006,male,25-34 years,95.0,490111,19.38,60536.0,Generation X,60285.0
Switzerland,2006,female,55-74 years,149.0,791524,18.82,60536.0,Silent,60285.0
Switzerland,2006,male,15-24 years,64.0,451849,14.16,60536.0,Millenials,60285.0
Switzerland,2006,female,35-54 years,129.0,1149200,11.23,60536.0,Boomers,60285.0
Switzerland,2006,female,25-34 years,34.0,496129,6.85,60536.0,Generation X,60285.0
Switzerland,2006,female,15-24 years,23.0,436450,5.27,60536.0,Millenials,60285.0
Switzerland,2006,female,5-14 years,3.0,399721,0.75,60536.0,Millenials,60285.0
Switzerland,2006,male,5-14 years,2.0,422780,0.47,60536.0,Millenials,60285.0
Switzerland,2007,male,75+ years,191.0,220706,86.54,66807.0,Silent,66556.0
Switzerland,2007,male,55-74 years,275.0,751082,36.61,66807.0,Silent,66556.0
Switzerland,2007,female,75+ years,122.0,373618,32.65,66807.0,Silent,66556.0
Switzerland,2007,male,35-54 years,297.0,1173821,25.3,66807.0,Boomers,66556.0
Switzerland,2007,female,55-74 years,138.0,802392,17.2,66807.0,Silent,66556.0
Switzerland,2007,male,25-34 years,80.0,493019,16.23,66807.0,Generation X,66556.0
Switzerland,2007,male,15-24 years,74.0,457991,16.16,66807.0,Millenials,66556.0
Switzerland,2007,female,35-54 years,111.0,1159958,9.57,66807.0,Boomers,66556.0
Switzerland,2007,female,15-24 years,36.0,441640,8.15,66807.0,Millenials,66556.0
Switzerland,2007,female,25-34 years,32.0,497366,6.43,66807.0,Generation X,66556.0
Switzerland,2007,male,5-14 years,3.0,417683,0.72,66807.0,Generation Z,66556.0
Switzerland,2007,female,5-14 years,1.0,394319,0.25,66807.0,Generation Z,66556.0
Switzerland,2008,male,75+ years,175.0,226861,77.14,76202.0,Silent,75951.0
Switzerland,2008,male,55-74 years,251.0,765611,32.78,76202.0,Silent,75951.0
Switzerland,2008,female,75+ years,117.0,379587,30.82,76202.0,Silent,75951.0
Switzerland,2008,male,35-54 years,291.0,1190221,24.45,76202.0,Boomers,75951.0
Switzerland,2008,female,55-74 years,160.0,814507,19.64,76202.0,Silent,75951.0
Switzerland,2008,male,25-34 years,79.0,502793,15.71,76202.0,Generation X,75951.0
Switzerland,2008,male,15-24 years,64.0,465273,13.76,76202.0,Millenials,75951.0
Switzerland,2008,female,35-54 years,112.0,1172352,9.55,76202.0,Boomers,75951.0
Switzerland,2008,female,25-34 years,35.0,504566,6.94,76202.0,Generation X,75951.0
Switzerland,2008,female,15-24 years,29.0,447843,6.48,76202.0,Millenials,75951.0
Switzerland,2008,male,5-14 years,1.0,414488,0.24,76202.0,Generation Z,75951.0
Switzerland,2008,female,5-14 years,0.0,390773,0.0,76202.0,Generation Z,75951.0
Switzerland,2009,male,75+ years,124.0,233232,53.17,73529.0,Silent,73278.0
Switzerland,2009,male,55-74 years,242.0,780927,30.99,73529.0,Silent,73278.0
Switzerland,2009,male,35-54 years,311.0,1204496,25.82,73529.0,Boomers,73278.0
Switzerland,2009,male,15-24 years,75.0,470230,15.95,73529.0,Millenials,73278.0
Switzerland,2009,male,25-34 years,72.0,512293,14.05,73529.0,Generation X,73278.0
Switzerland,2009,female,75+ years,41.0,385288,10.64,73529.0,Silent,73278.0
Switzerland,2009,female,55-74 years,85.0,827353,10.27,73529.0,Silent,73278.0
Switzerland,2009,female,35-54 years,106.0,1184336,8.95,73529.0,Boomers,73278.0
Switzerland,2009,female,25-34 years,25.0,512791,4.88,73529.0,Generation X,73278.0
Switzerland,2009,female,15-24 years,20.0,452598,4.42,73529.0,Millenials,73278.0
Switzerland,2009,male,5-14 years,3.0,412300,0.73,73529.0,Generation Z,73278.0
Switzerland,2009,female,5-14 years,1.0,388714,0.26,73529.0,Generation Z,73278.0
Switzerland,2010,male,75+ years,114.0,239990,47.5,78474.0,Silent,78223.0
Switzerland,2010,male,55-74 years,220.0,796644,27.62,78474.0,Silent,78223.0
Switzerland,2010,male,35-54 years,267.0,1213413,22.0,78474.0,Generation X,78223.0
Switzerland,2010,male,25-34 years,74.0,519177,14.25,78474.0,Generation X,78223.0
Switzerland,2010,female,55-74 years,96.0,840601,11.42,78474.0,Silent,78223.0
Switzerland,2010,male,15-24 years,47.0,472649,9.94,78474.0,Millenials,78223.0
Switzerland,2010,female,75+ years,36.0,391055,9.21,78474.0,Silent,78223.0
Switzerland,2010,female,35-54 years,103.0,1193316,8.63,78474.0,Generation X,78223.0
Switzerland,2010,female,25-34 years,32.0,519835,6.16,78474.0,Generation X,78223.0
Switzerland,2010,female,15-24 years,15.0,455057,3.3,78474.0,Millenials,78223.0
Switzerland,2010,male,5-14 years,2.0,410594,0.49,78474.0,Generation Z,78223.0
Switzerland,2010,female,5-14 years,0.0,386816,0.0,78474.0,Generation Z,78223.0
Switzerland,2011,male,75+ years,125.0,243790,51.27,93053.0,Silent,92802.0
Switzerland,2011,male,55-74 years,221.0,810438,27.27,93053.0,Boomers,92802.0
Switzerland,2011,male,35-54 years,261.0,1217823,21.43,93053.0,Generation X,92802.0
Switzerland,2011,male,25-34 years,81.0,537091,15.08,93053.0,Millenials,92802.0
Switzerland,2011,male,15-24 years,67.0,478339,14.01,93053.0,Millenials,92802.0
Switzerland,2011,female,75+ years,44.0,391559,11.24,93053.0,Silent,92802.0
Switzerland,2011,female,55-74 years,94.0,853485,11.01,93053.0,Boomers,92802.0
Switzerland,2011,female,35-54 years,98.0,1199133,8.17,93053.0,Generation X,92802.0
Switzerland,2011,female,25-34 years,25.0,528301,4.73,93053.0,Millenials,92802.0
Switzerland,2011,female,15-24 years,15.0,459710,3.26,93053.0,Millenials,92802.0
Switzerland,2011,male,5-14 years,2.0,409701,0.49,93053.0,Generation Z,92802.0
Switzerland,2011,female,5-14 years,1.0,388670,0.26,93053.0,Generation Z,92802.0
Switzerland,2012,male,75+ years,129.0,250132,51.57,87951.0,Silent,87700.0
Switzerland,2012,male,55-74 years,238.0,829160,28.7,87951.0,Boomers,87700.0
Switzerland,2012,male,35-54 years,251.0,1224836,20.49,87951.0,Generation X,87700.0
Switzerland,2012,male,15-24 years,65.0,479646,13.55,87951.0,Millenials,87700.0
Switzerland,2012,male,25-34 years,66.0,546564,12.08,87951.0,Millenials,87700.0
Switzerland,2012,female,55-74 years,102.0,869527,11.73,87951.0,Boomers,87700.0
Switzerland,2012,female,75+ years,41.0,396763,10.33,87951.0,Silent,87700.0
Switzerland,2012,female,35-54 years,104.0,1205654,8.63,87951.0,Generation X,87700.0
Switzerland,2012,female,25-34 years,29.0,536457,5.41,87951.0,Millenials,87700.0
Switzerland,2012,female,15-24 years,10.0,460498,2.17,87951.0,Millenials,87700.0
Switzerland,2012,male,5-14 years,3.0,408718,0.73,87951.0,Generation Z,87700.0
Switzerland,2012,female,5-14 years,0.0,387636,0.0,87951.0,Generation Z,87700.0
Switzerland,2013,male,75+ years,146.0,256661,56.88,89634.0,Silent,89383.0
Switzerland,2013,male,55-74 years,253.0,848732,29.81,89634.0,Boomers,89383.0
Switzerland,2013,male,35-54 years,255.0,1233315,20.68,89634.0,Generation X,89383.0
Switzerland,2013,male,25-34 years,78.0,556884,14.01,89634.0,Millenials,89383.0
Switzerland,2013,female,55-74 years,109.0,886881,12.29,89634.0,Boomers,89383.0
Switzerland,2013,male,15-24 years,52.0,480011,10.83,89634.0,Millenials,89383.0
Switzerland,2013,female,75+ years,37.0,401512,9.22,89634.0,Silent,89383.0
Switzerland,2013,female,35-54 years,100.0,1212632,8.25,89634.0,Generation X,89383.0
Switzerland,2013,female,25-34 years,21.0,545796,3.85,89634.0,Millenials,89383.0
Switzerland,2013,female,15-24 years,17.0,460483,3.69,89634.0,Millenials,89383.0
Switzerland,2013,male,5-14 years,2.0,409829,0.49,89634.0,Generation Z,89383.0
Switzerland,2013,female,5-14 years,1.0,388582,0.26,89634.0,Generation Z,89383.0
Switzerland,2014,male,75+ years,144.0,267638,53.8,90809.0,Silent,90558.0
Switzerland,2014,male,55-74 years,249.0,871329,28.58,90809.0,Boomers,90558.0
Switzerland,2014,male,35-54 years,245.0,1244576,19.69,90809.0,Generation X,90558.0
Switzerland,2014,male,25-34 years,68.0,572530,11.88,90809.0,Millenials,90558.0
Switzerland,2014,female,75+ years,47.0,408120,11.52,90809.0,Silent,90558.0
Switzerland,2014,male,15-24 years,48.0,488444,9.83,90809.0,Millenials,90558.0
Switzerland,2014,female,55-74 years,88.0,904916,9.72,90809.0,Boomers,90558.0
Switzerland,2014,female,35-54 years,95.0,1223053,7.77,90809.0,Generation X,90558.0
Switzerland,2014,female,25-34 years,30.0,565099,5.31,90809.0,Millenials,90558.0
Switzerland,2014,female,15-24 years,14.0,468004,2.99,90809.0,Millenials,90558.0
Switzerland,2014,female,5-14 years,2.0,387232,0.52,90809.0,Generation Z,90558.0
Switzerland,2014,male,5-14 years,2.0,408680,0.49,90809.0,Generation Z,90558.0
Switzerland,2015,male,75+ years,143.0,275569,51.89,86068.0,Silent,85817.0
Switzerland,2015,male,55-74 years,264.0,891482,29.61,86068.0,Boomers,85817.0
Switzerland,2015,male,35-54 years,242.0,1248988,19.38,86068.0,Generation X,85817.0
Switzerland,2015,male,25-34 years,80.0,586880,13.63,86068.0,Millenials,85817.0
Switzerland,2015,male,15-24 years,62.0,482708,12.84,86068.0,Millenials,85817.0
Switzerland,2015,female,75+ years,41.0,414205,9.9,86068.0,Silent,85817.0
Switzerland,2015,female,35-54 years,111.0,1227126,9.05,86068.0,Generation X,85817.0
Switzerland,2015,female,55-74 years,82.0,922222,8.89,86068.0,Boomers,85817.0
Switzerland,2015,female,15-24 years,20.0,462559,4.32,86068.0,Millenials,85817.0
Switzerland,2015,female,25-34 years,24.0,577973,4.15,86068.0,Millenials,85817.0
Switzerland,2015,female,5-14 years,2.0,390910,0.51,86068.0,Generation Z,85817.0
Switzerland,2015,male,5-14 years,2.0,411880,0.49,86068.0,Generation Z,85817.0
Australia,2020,male,5-14 years,15.0,25655289,0.058467476,51692.84275,Generation X,51441.84275
Denmark,2020,male,5-14 years,,5831404,0.0,61063.31643,Generation X,60812.31643
Iceland,2020,male,5-14 years,2.0,366463,0.545757689,59270.18005,Generation X,59019.18005
Ireland,2020,male,5-14 years,,4985382,0.0,85267.76474,Generation X,85016.76474
Luxembourg,2020,male,5-14 years,,630419,0.0,116014.6025,Generation X,115763.6025
Singapore,2020,male,5-14 years,3.0,5685807,0.052762959,59797.75218,Generation X,59546.75218
Switzerland,2020,male,5-14 years,,8638167,0.0,87097.03645,Generation X,86846.03645
Australia,2019,male,5-14 years,10.0,25340217,0.039462961,54875.28596,Generation X,54624.28596
Denmark,2019,male,5-14 years,,5814422,0.0,59775.7351,Generation X,59524.7351
Iceland,2019,male,5-14 years,0.0,360563,0.0,68941.46223,Generation X,68690.46223
Ireland,2019,male,5-14 years,,4934340,0.0,80886.61574,Generation X,80635.61574
Luxembourg,2019,male,5-14 years,0.0,620001,0.0,113218.7133,Generation X,112967.7133
Singapore,2019,male,5-14 years,3.0,5703569,0.052598645,65640.70795,Generation X,65389.707949999996
Switzerland,2019,male,5-14 years,,8575280,0.0,85334.51946,Generation X,85083.51946
Australia,2018,male,5-14 years,12.0,24966643,0.048064131,57180.7794,Generation X,56929.7794
Denmark,2018,male,5-14 years,2.0,5793636,0.034520636,61591.92887,Generation X,61340.92887
Iceland,2018,male,5-14 years,0.0,352721,0.0,74469.80406,Generation X,74218.80406
Ireland,2018,male,5-14 years,2.0,4867316,0.041090408,79068.97461,Generation X,78817.97461
Luxembourg,2018,male,5-14 years,0.0,607950,0.0,117197.4817,Generation X,116946.4817
Singapore,2018,male,5-14 years,1.0,5638676,0.01773466,66679.04649,Generation X,66428.04649
Switzerland,2018,male,5-14 years,2.0,8514329,0.023489813,86388.40495,Generation X,86137.40495
Australia,2017,male,5-14 years,16.0,24594202,0.065055984,53934.25018,Generation X,53683.25018
Denmark,2017,male,5-14 years,2.0,5764980,0.034692228,57610.09818,Generation X,57359.09818
Iceland,2017,male,5-14 years,0.0,343400,0.0,72010.14903,Generation X,71759.14903
Ireland,2017,male,5-14 years,,4807388,0.0,69601.68388,Generation X,69350.68388
Luxembourg,2017,male,5-14 years,0.0,596336,0.0,109921.0314,Generation X,109670.0314
Singapore,2017,male,5-14 years,0.0,5612253,0.0,61176.45636,Generation X,60925.45636
Switzerland,2017,male,5-14 years,0.0,8451840,0.0,83352.08865,Generation X,83101.08865
Australia,2020,male,15-24 years,349.0,25655289,1.36034328,51692.84275,Generation X,51441.84275
Denmark,2020,male,15-24 years,,5831404,0.0,61063.31643,Generation X,60812.31643
Iceland,2020,male,15-24 years,5.0,366463,1.364394223,59270.18005,Generation X,59019.18005
Ireland,2020,male,15-24 years,,4985382,0.0,85267.76474,Generation X,85016.76474
Luxembourg,2020,male,15-24 years,,630419,0.0,116014.6025,Generation X,115763.6025
Singapore,2020,male,15-24 years,23.0,5685807,0.404516017,59797.75218,Generation X,59546.75218
Switzerland,2020,male,15-24 years,,8638167,0.0,87097.03645,Generation X,86846.03645
Australia,2019,male,15-24 years,340.0,25340217,1.34174068,54875.28596,Generation X,54624.28596
Denmark,2019,male,15-24 years,,5814422,0.0,59775.7351,Generation X,59524.7351
Iceland,2019,male,15-24 years,3.0,360563,0.832032128,68941.46223,Generation X,68690.46223
Ireland,2019,male,15-24 years,,4934340,0.0,80886.61574,Generation X,80635.61574
Luxembourg,2019,male,15-24 years,7.0,620001,1.129030437,113218.7133,Generation X,112967.7133
Singapore,2019,male,15-24 years,28.0,5703569,0.490920685,65640.70795,Generation X,65389.707949999996
Switzerland,2019,male,15-24 years,,8575280,0.0,85334.51946,Generation X,85083.51946
Australia,2018,male,15-24 years,346.0,24966643,1.385849111,57180.7794,Generation X,56929.7794
Denmark,2018,male,15-24 years,22.0,5793636,0.379726997,61591.92887,Generation X,61340.92887
Iceland,2018,male,15-24 years,4.0,352721,1.134040786,74469.80406,Generation X,74218.80406
Ireland,2018,male,15-24 years,36.0,4867316,0.739627343,79068.97461,Generation X,78817.97461
Luxembourg,2018,male,15-24 years,0.0,607950,0.0,117197.4817,Generation X,116946.4817
Singapore,2018,male,15-24 years,35.0,5638676,0.620713089,66679.04649,Generation X,66428.04649
Switzerland,2018,male,15-24 years,68.0,8514329,0.798653658,86388.40495,Generation X,86137.40495
Australia,2017,male,15-24 years,310.0,24594202,1.260459681,53934.25018,Generation X,53683.25018
Denmark,2017,male,15-24 years,28.0,5764980,0.485691191,57610.09818,Generation X,57359.09818
Iceland,2017,male,15-24 years,7.0,343400,2.038439138,72010.14903,Generation X,71759.14903
Ireland,2017,male,15-24 years,,4807388,0.0,69601.68388,Generation X,69350.68388
Luxembourg,2017,male,15-24 years,3.0,596336,0.503072094,109921.0314,Generation X,109670.0314
Singapore,2017,male,15-24 years,15.0,5612253,0.267272341,61176.45636,Generation X,60925.45636
Switzerland,2017,male,15-24 years,56.0,8451840,0.662577616,83352.08865,Generation X,83101.08865
Australia,2020,male,25-34 years,438.0,25655289,1.707250306,51692.84275,Boomers,51441.84275
Denmark,2020,male,25-34 years,,5831404,0.0,61063.31643,Boomers,60812.31643
Iceland,2020,male,25-34 years,7.0,366463,1.910151912,59270.18005,Boomers,59019.18005
Ireland,2020,male,25-34 years,,4985382,0.0,85267.76474,Boomers,85016.76474
Luxembourg,2020,male,25-34 years,,630419,0.0,116014.6025,Boomers,115763.6025
